LINEA,MARCA,2024,2025,Var 24/25
SIN LINEA,BIOBICIS,2,-,-
FREERIDE 150,PLR,1,-,-
MYMOOVER,PIAGGIO,1,-,-
VESPA SPRINT 150 ABS JUSTIN BIEBER,PIAGGIO,1,-,-
PLATINO 110,BAJAJ,1,-,-
SR 160 MT ABS,APRILIA,2,-,-
RXF FREERIDE X 150,APOLLO RXF,1,-,-
AK125 DYN PRO EIII,AKT,2,-,-
CRF110,HONDA,1,-,-
AM JEEK 72,AIMA,1,-,-
890 DUKE,KTM,5,-,-
CRF450RR,HONDA,1,-,-
XR190L,HONDA,1,-,-
RABEL,HONDA,1,-,-
A500,AIMA,6,-,-
CF1000UU,CFMOTO,1,-,-
OUTLANDER PRO HD5,BRP/CAN AM,1,-,-
YZ450F,YAMAHA,3,-,-
DYNAMIC LX,BRENSON,1,-,-
R 1200,BMW,1,-,-
AKT E3000,AKT,1,-,-
YS350R5G-PG,YANSUMI,1,-,-
MTN320 (MT03),YAMAHA,1,-,-
DT-175,YAMAHA,2,-,-
YW125X (BWS 125X),YAMAHA,2,-,-
ZR900FPFNN,KAWASAKI,2,-,-
YZF 155 (YZF-R15),YAMAHA,1,-,-
S3,VOLT,1,-,-
YZF690 (YZF-R7),YAMAHA,6,-,-
YZ250X,YAMAHA,2,-,-
V7 STONE,MOTO GUZZI,2,-,-
LF300ZH-3,LIFAN,1,-,-
1290 SUPER DUKE R,KTM,1,-,-
BRABUS 1300 R,KTM,1,-,-
MD-350,IONIC MOTORS,1,-,-
ZX1002LPFAN,KAWASAKI,22,-,-
CRF50FP AC,HONDA,1,-,-
CRF110FR,HONDA,1,-,-
CB 500X,HONDA,1,-,-
ROAD GLIDE 3 / FLTR T,HARLEY DAVIDSON,1,-,-
FLTR KSEANV -CVO ROAD GLIDE LIMITED ANNIVERSARY,HARLEY DAVIDSON,2,-,-
EC 450F,GAS GAS,2,-,-
AVA110-CKD-02,AVA,1,-,-
ZR900FPSBN,KAWASAKI,4,-,-
ZR1000HPFNN,KAWASAKI,8,-,-
CF650-7F,CFMOTO,29,-,-
SR GT 200 E5,APRILIA,30,-,-
YBR125ED,YAMAHA,2,-,-
PW50,YAMAHA,1,-,-
ZUMA,YAMAHA,1,-,-
LIFE PACK,VICTORY,1,-,-
JY,MILG,1,-,-
AGILITY DGTL 125 3.0,KYMCO,1,-,-
CRF450RXN,HONDA,2,-,-
YFM90R,YAMAHA,11,-,-
FLHTK ULTRA LIMITED,HARLEY DAVIDSON,1,-,-
SCOOTER,FALCON,1,-,-
PRO- SS,ERIDE PRO,1,-,-
MONEY75,EFUN,1,-,-
AK350SR4,VOGEPRO,1,-,-
VENOM 250 PRO,VICTORY,3,-,-
X DIAVEL S,DUCATI,1,-,-
MAVERICK X3 MAX RS TURBO RR,BRP/CAN AM,1,-,-
OUTLANDER X MR 700,BRP/CAN AM,1,-,-
MOBILITY EXPLORER,BRENSON,1,-,-
BOLD 125 PRO,VICTORY,5,-,-
GIXXER,SUZUKI,2,-,-
SIN LINEA,RIYAI,1,-,-
BEVERLY 400 HPE E5,PIAGGIO,2,-,-
FLOW,VICTORY,9,-,-
CB500XAN,HONDA,3,-,-
V85 TT E5,MOTO GUZZI,2,-,-
125 SX,KTM,1,-,-
Z900SE,KAWASAKI,1,-,-
ZX1002JPFNN,KAWASAKI,1,-,-
BR125,KAWASAKI,1,-,-
KAT620BNFNN,KAWASAKI,1,-,-
NVA 110,HONDA,1,-,-
CMX500,HONDA,1,-,-
CB650RAM,HONDA,1,-,-
CRF1100D3R,HONDA,26,-,-
CB 125F DLX E3,HONDA,8,-,-
LF1200DZH,CERONTE,4,-,-
TUAREG 660 EVOCATIVE,APRILIA,5,-,-
CRF1100AR,HONDA,16,-,-
FLXST,HARLEY DAVIDSON,1,-,-
FLIHYDRA GLIDE REVIVAL,HARLEY DAVIDSON,3,-,-
D-SERIES 1B,GOGORO,1,-,-
COMMANDER MAX XT 1000R,BRP/CAN AM,1,-,-
PULSAR NS 160 PMANIA,BAJAJ,1,-,-
NITRO 151 R PRO,VICTORY,1,-,-
NAVI ADVENTURE BLANCA,HONDA,1,-,-
DISCOVER 125 UG CBS,BAJAJ,1,-,-
AK 125SC,AKT,1,-,-
AK300AC6,AKT,1,-,-
AK150SR1,AKT,1,-,-
XR150L ARMY,HONDA,35,-,-
MXT850 (NIKEN),YAMAHA,1,-,-
YXE1000EW (RMAX 2),YAMAHA,1,-,-
ONE,VICTORY,10,-,-
CB 160F STD,HONDA,1,-,-
XR 150L RALLY,HONDA,3,-,-
RYKER RALLY,BRP/CAN AM,1,-,-
VIVA R 115 COOL,SUZUKI,2,-,-
TC MAX,STARKER,2,-,-
7YP-1450D,SHIFENG,2,-,-
HAMMER 200,PLR,12,-,-
DIO STREET,HONDA,28,-,-
APE CITY XTRA,PIAGGIO,3,-,-
390 DUKE,KTM,18,-,-
ZX636JRFBN,KAWASAKI,12,-,-
SWITCH 150 TRAIL,VICTORY,27,-,-
XRE 300,HONDA,2,-,-
CRF250RXL,HONDA,1,-,-
MULTISTRADA V4 S GRAND TOUR,DUCATI,8,-,-
CB190R NEON,HONDA,99,-,-
OUTLANDER MAX 570,BRP/CAN AM,1,-,-
CT125 ALLOY,BAJAJ,1,-,-
YM-350,YM,3,-,-
MAVERICK X3 RS TURBO RR,BRP/CAN AM,1,-,-
DEFENDER DPS HD9,BRP/CAN AM,2,-,-
ARCTIC CAT ALTERRA 300,ALTERRA 300,5,-,-
MTN850-A (MT09/ABS),YAMAHA,1,-,-
24 TRK300 49  FRD,TRACKER,12,-,-
GIXXER D,SUZUKI,1,-,-
QF1200DZH-5,QIFING,1,-,-
SPORTRAX 125,PLR,1,-,-
ATV-300-D,PLR,1,-,-
VESPA SPRINT 50 JUSTIN BIEBER,PIAGGIO,1,-,-
OP1,NINEBOT,1,-,-
NT100-19,NATSUKI,1,-,-
V9 BOBBER,MOTO GUZZI,1,-,-
V7 STONE SPECIAL EDITION,MOTO GUZZI,1,-,-
AGILITY DIGITAL 125 2.0,KYMCO,1,-,-
450 RALLY MOTORCYCLE PRO,KOVE,1,-,-
LE650F,KAWASAKI,1,-,-
ION,IONIC MOTORS,3,-,-
CRF250RR,HONDA,1,-,-
CRF450RXP,HONDA,3,-,-
GL1800DAR,HONDA,4,-,-
CB125F MAX,HONDA,1,-,-
VMX10S,VELI / VELIMOTOR,1,-,-
CRF1100D2P,HONDA,8,-,-
SXS1000S4XDP,HONDA,2,-,-
SXS1000S2RDP,HONDA,2,-,-
XMR 210,HERO,2,-,-
RA1250 â€“ PAN AMERICA,HARLEY DAVIDSON,1,-,-
SUPER SPORT,ELEKTROMOTORES,1,-,-
S10,ELEKTROMOTORES,1,-,-
MONSTER 30Âº ANNIVERSARIO,DUCATI,4,-,-
AGA-16,COMMANDER 200,1,-,-
CF800AU-2A,CFMOTO,2,-,-
DEFENDER DPS HD8,BRP/CAN AM,1,-,-
CARRY LX,BRENSON,3,-,-
752S,BENELLI,2,-,-
PULSAR N250,BAJAJ,7,-,-
CRF1100AP,HONDA,36,-,-
AK125WII,AKT,1,-,-
AK2500E3W,AKT,48,-,-
DISCOVER 100 SPORT,BAJAJ,2,-,-
BOXER CT 100 TITANNIUM,BAJAJ,2,-,-
AYZ 200,AYCO,1,-,-
YZF1000 (YZF-R1),YAMAHA,4,-,-
PEGASUS TG,TG,11,-,-
TROTTER,STARKER,1,-,-
SPORTSMAN 850,POLARIS,1,-,-
BEVERLY 300 HPE,PIAGGIO,2,-,-
NINJA XRZ,LOTKIND,1,-,-
KYMCO TWIST,KYMCO,1,-,-
URBAN S NEON,KYMCO,2,-,-
1290 SUPER DUKE R EVO,KTM,2,-,-
NINJA 600,KAWASAKI,1,-,-
TIGER 900 RALLY,TRIUMPH,5,-,-
SCRAMBLER 1200 XC,TRIUMPH,3,-,-
CB 190R RACING MAX,HONDA,1,-,-
DIO STD SPORT E3,HONDA,1,-,-
OPTIMUS,TG,13,-,-
NAVI ADVENTURE,HONDA,2,-,-
URBANA,HERCULES,2,-,-
FXBR - BREAKOUT,HARLEY DAVIDSON,5,-,-
NIMIUN,TG,15,-,-
Z1000,HANBIRD,1,-,-
RAY,TAILG,5,-,-
MAVERICK R X RS 999T DCT,BRP/CAN AM,1,-,-
ME17B,SYM,1,-,-
TRX250TE1M,HONDA,1,-,-
BOXER CT 125 ES,BAJAJ,1,-,-
PLATINO 110 COMFORTEC,BAJAJ,1,-,-
AY250ZH-2,AYCO,3,-,-
AK125RL,AKT,2,-,-
AK125 NKDR,AKT,7,-,-
ZS300CM DK,ZONGSHEN,5,-,-
FZN250,YAMAHA,2,-,-
TRX250X1N,HONDA,1,-,-
F 850 GS ADVENTURE,BMW,7,-,-
R NINET SCRAMBLER,BMW,1,-,-
TIGER 900 RALLY ARAGON EDITION,TRIUMPH,12,-,-
SPEED TRIPLE 1200 RR,TRIUMPH,4,-,-
LNA70,SYM,2,-,-
GSX-S150,SUZUKI,1,-,-
E3 GO RIGO GO,STARKER,1,-,-
E3,STARKER,2,-,-
RZR PRO XP SPORT,POLARIS,1,-,-
RANGER 150 EFI,POLARIS,1,-,-
ATV420,PLR,2,-,-
ATV320,PLR,3,-,-
AGA-7,PLR,1,-,-
APE XTRA X CHASSIS,PIAGGIO,4,-,-
PATHCROSS 1000,ODES,2,-,-
AGILITY 150,KYMCO,3,-,-
ZR900FPFBN,KAWASAKI,1,-,-
ZR800BGF,KAWASAKI,1,-,-
KDT1000BNFNN,KAWASAKI,1,-,-
GSX-S750ZA,SUZUKI,9,-,-
R 1250 GS ADVENTURE,BMW,73,-,-
DIO STD,HONDA,4,-,-
NAVI MIX,HONDA,1,-,-
FXBRS BREAKOUT 114,HARLEY DAVIDSON,2,-,-
FLTRXS - ROAD GLIDE SPECIAL,HARLEY DAVIDSON,3,-,-
MULTISTRADA V4 S TRAVEL&RADAR,DUCATI,6,-,-
F 850 GS,BMW,71,-,-
MAVERICK TRAIL 700,BRP/CAN AM,3,-,-
COMMANDER MAX XT-P 1000R,BRP/CAN AM,7,-,-
MAVERICK X3 X MR TURBO RR 72,BRP/CAN AM,1,-,-
BS200-7A,BOSS ATV,4,-,-
R NINE T URBAN G/S,BMW,1,-,-
PULSAR NS 200 BSIV,BAJAJ,4,-,-
PULSAR NS 160 TD,BAJAJ,1,-,-
AY100,AYCO,1,-,-
SR GT 200 SPORT,APRILIA,22,-,-
RS 660 E5,APRILIA,14,-,-
S3,BIOLOGICA,2,-,-
PORTIVA,BIOLOGICA,1,-,-
AK250RX3 EIV,AKT,2,-,-
SR,ZERO,1,-,-
VENOM 250,VICTORY,6,-,-
SPORT 100 KLS,TVS,4,-,-
TIGER 1200 RALLY PRO,TRIUMPH,5,-,-
TRIDENT,TRIUMPH,17,-,-
TS1200R,STARKER,3,-,-
VIPER TG,TG,11,-,-
AVANTI 2.0,STARKER,3,-,-
MOPED 1KW,SIN MARCA,2,-,-
GSX-R150,SUZUKI,4,-,-
BEST 125,SUZUKI,1,-,-
UR110,SUZUKI,1,-,-
SKUTY SPORT BATERIA REMOVIBLE,STARKER,2,-,-
SS250-5B,SSENDA,2,-,-
X20,SIN MARCA,3,-,-
YW,BIOBICIS,6,-,-
XGW2,BIOBICIS,10,-,-
SG100T,SIGMA,2,-,-
SPORTSMAN 570,POLARIS,1,-,-
PLR450-23-BLACK,PLR,1,-,-
FREERIDE 125,PLR,1,-,-
COMMANDER 125,PLR,6,-,-
MP3 300 HPE SPORT E5,PIAGGIO,1,-,-
APE XTRA X,PIAGGIO,6,-,-
MP3 530 HPE,PIAGGIO,1,-,-
APE AUTO PLUS,PIAGGIO,1,-,-
VESPA SPRINT 150 ABS,PIAGGIO,2,-,-
NQI GT,NIU,7,-,-
XL800DQT,MEI WEI,1,-,-
VESPA  SPRINT 150 ABS,PIAGGIO,1,-,-
ZR1000JPFNN,KAWASAKI,3,-,-
VESPA PRIMAVERA 150 ABS COLOR VIBE,PIAGGIO,4,-,-
KDT1000CRFNN,KAWASAKI,1,-,-
DIO DLX,HONDA,2,-,-
XR 150L ADVENTURE,HONDA,2,-,-
VESPA PRIMAVERA 150 ABS,PIAGGIO,1,-,-
SCRAMBLER 1100 TRIBUTE PRO,DUCATI,1,-,-
SMILE,BIOBICIS,4,-,-
GL1800DA,HONDA,1,-,-
GL1800DAP,HONDA,4,-,-
CB650RAN ED,HONDA,1,-,-
APE CHASSIS,PIAGGIO,16,-,-
NXR BROS 160 ESDD,HONDA,1,-,-
TALON 1000RS4,HONDA,1,-,-
NIUN GT SPORT,NIU,9,-,-
DUCATI STREETFIGHTER V4 LAMBORGHINI,DUCATI,2,-,-
U38-200 / U38-T200EAA,HIGHPRO,10,-,-
FLHR ROAD KING,HARLEY DAVIDSON,1,-,-
FLHCS - HERITAGE CLASSIC 114,HARLEY DAVIDSON,8,-,-
RH1250SÂ Â­Â SPORTSTERÂ S,HARLEY DAVIDSON,14,-,-
AE12W,SYM,1,-,-
FLFBSANV - FAT BOY ANNIVERSARY,HARLEY DAVIDSON,1,-,-
D200,SEEYAMOTO,2,-,-
SIN LINEA,HADDO,1,-,-
SUPER LUJO III,LAND ROYS,1,-,-
350 EXC-F SIX DAYS,KTM,1,-,-
250 EXC-F,KTM,1,-,-
FE 350 PRO,HUSQVARNA,1,-,-
JY-BEE1500,ELECTRIBIKE,2,-,-
TIGER,EFUN,1,-,-
PANIGALE V4 R,DUCATI,5,-,-
GL1800DAL,HONDA,1,-,-
GL 125,HONDA,1,-,-
TRX700FA5R,HONDA,1,-,-
TALON 1000R,HONDA,1,-,-
FLHXSANV - STREET GLIDE SPECIAL ANNIVERSARY,HARLEY-DAVIDSON,1,-,-
RX350,ECOFLY,1,-,-
FLHTCUTG TRI GLIDE ULTRA,HARLEY DAVIDSON,1,-,-
FLTRXS ROAR GLIDE SPECIAL,HARLEY DAVIDSON,3,-,-
MONSTER PLUS,DUCATI,6,-,-
"CT-LEO 1,0",CTM,2,-,-
URBAN S,KYMCO,1,-,-
SCRAMBLER 1100 SPORT PRO,DUCATI,1,-,-
E-SCOOTER,COOPOP,1,-,-
MAVERICK X3 MAX RS TURBO,BRP/CAN AM,1,-,-
RE4S CNG,BAJAJ,1,-,-
VX1500,CIMAXCOL MOBILITY ELECTRIC,1,-,-
300RALLY CB U,VOGEPRO,1,-,-
CF650-8F,CFMOTO,2,-,-
50 SX,KTM,1,-,-
FREERIDE 190,PLR,1,-,-
V85 TT E5 EVOCATIVE,MOTO GUZZI,1,-,-
890 DUKE GP,KTM,5,-,-
SCRAMBLER 1100,DUCATI,3,-,-
TRX520FA7M,HONDA,1,-,-
DEFENDER DPS HD7,BRP/CAN AM,2,-,-
OUTLANDER MAX DPS 450,BRP/CAN AM,2,-,-
FLTRXSE,HARLEY-DAVIDSON,1,-,-
CF400AU-L,CFMOTO,1,-,-
MAVERICK X3 X RC TURBO RR 72,BRP/CAN AM,1,-,-
1290 SUPER ADV R OT,KTM,1,-,-
R 18 TRANSCONTINENTAL,BMW,2,-,-
YZ250F,YAMAHA,1,-,-
TRIDENT 660-TRIPLE TRIBUTE,TRIUMPH,7,-,-
SUERTE,TAILG,1,-,-
TC1900,STARKER,1,-,-
R NINET,BMW,1,-,-
1290 SUPERDUKE R,KTM,4,-,-
TX350,CIMAXCOL MOBILITY ELECTRIC,1,-,-
CF650-3F,CFMOTO,1,-,-
LEONCINO 500,BENELLI,4,-,-
TNT300,BENELLI,1,-,-
DREAM MASTER,AIMA,3,-,-
AM SL1,AIMA,1,-,-
